Elapsed time [s]	Building heat demand [W]
4124400	13416.10645
4125000	13301.71582
4125600	13213.09668
4126200	13143.66602
4126800	13088.10254
4127400	13043
4128000	13005.91211
4128600	12975.04004
4129200	12949.04199
4129800	12926.87988
4130400	12907.7666
4131000	12891.15137
4131600	12876.59277
4132200	12863.73535
4132800	12852.29688
4133400	12843.19824
4134000	12837.42188
4134600	12834.22461
4135200	12832.51074
4135800	12830.89453
4136400	12827.78613
4137000	12821.27246
4137600	12286.52246
4138200	12031.63086
4138800	11789.39258
4139400	11560.29688
4140000	10640.73438
4140600	9935.661133
4141200	9935.661133
4141800	9935.661133
4142400	8212.470703
4143000	7871.992188
4143600	7599.162598
4144200	7376.01416
4144800	7189.763672
4145400	7572.793945
4146000	7542.06543
4146600	7515.069824
4147200	7493.07959
4147800	7475.192383
4148400	7461.073242
4149000	7450.078125
4149600	7441.584961
4150200	7435.053711
4150800	7430.017578
4151400	7425.970703
4152000	7422.597656
4152600	7420.281738
4153200	7419.572754
4153800	7418.154297
4154400	7415.116211
4155000	7410.065918
4155600	7403.488281
4156200	7395.963379
4156800	7388.54248
4157400	7382.240234
4158000	7377.835449
4158600	7376.008789
4159200	7376.477051
4159800	7378.544922
4160400	7381.101074
4161000	7382.554688
4161600	7383.917969
4162200	7387.36377
4162800	7391.897949
4163400	7397.337402
4164000	7403.759766
4164600	7411.415527
4165200	7420.678711
4165800	7432.096191
4166400	7445.703125
4167000	7460.937012
4167600	7477.084961
4168200	7493.300781
4168800	7508.703125
4169400	7522.541504
4170000	7534.831543
4170600	7546.030762
4171200	7556.165039
4171800	7565.15332
4172400	3786.730225
4173000	0
4173600	0
4174200	0
4174800	0
4175400	0
4176000	0
4176600	0
4177200	0
4177800	0
4178400	0
4179000	0
4179600	0
4180200	0
4180800	0
4181400	0
4182000	0
4182600	0
4183200	0
4183800	0
4184400	0
4185000	0
4185600	0
4186200	0
4186800	0
4187400	0
4188000	0
4188600	0
4189200	0
4189800	0
4190400	0
4191000	0
4191600	0
4192200	0
4192800	0
4193400	0
4194000	0
4194600	0
4195200	0
4195800	0
4196400	0
4197000	221.9072266
4197600	358.3486328
4198200	463.8873596
4198800	562.9312744
4199400	656.9321899
4200000	912.6978149
4200600	1061.79126
4201200	1204.854248
4201800	1339.94458
4202400	1463.462158
4203000	1577.127197
4203600	1684.317749
4204200	1788.968018
4204800	1894.394165
4205400	2000.886353
4206000	2105.544922
4206600	2208.22583
4207200	2308.85083
4207800	2408.044678
4208400	10927.12891
4209000	19347.2793
4209600	19347.2793
4210200	15911.05957
4210800	15673.8291
4211400	15497.25586
4212000	15361.49219
4212600	15255.18652
4213200	15170.70508
4213800	15102.44629
4214400	15046.36523
4215000	14999.46387
4215600	14959.49023
4216200	14925.14453
4216800	14895.82227
4217400	14870.65137
4218000	14848.81543
4218600	14829.59961
4219200	14812.36914
4219800	14795.99414
4220400	14779.25098
4221000	14761.99219
4221600	14744.54395
4222200	14727.8916
4222800	14713.6377
4223400	14702.59961
4224000	14693.65234
4224600	14686.35449
4225200	14680.3877
4225800	14675.47852
4226400	12303.54883
4227000	9935.661133
4227600	9935.661133
4228200	9935.661133
4228800	11968.96582
4229400	12106.31543
4230000	12204.75
4230600	12288.38086
4231200	12357.8252
4231800	11899.73047
4232400	11738.60254
4233000	11607.02734
4233600	11495.24219
4234200	11396.87305
4234800	11308.81934
4235400	11229.0127
4236000	11155.9502
4236600	11088.6582
4237200	11026.5918
4237800	10969.36133
4238400	10916.52734
4239000	10867.64648
4239600	10822.29492
4240200	10780.0332
4240800	10740.38477
4241400	10704.30176
4242000	10673.54004
4242600	10647.38281
4243200	10624.28223
4243800	10602.51172
4244400	10580.54102
4245000	10557.21582
4245600	10532.5127
4246200	10507.11719
4246800	10481.99023
4247400	10458.28711
4248000	10437.15137
4248600	10420.15332
4249200	10407.74805
4249800	10398.37598
4250400	10389.90625
4251000	10379.70605
4251600	10367.61426
4252200	10353.91406
4252800	10339.4873
4253400	10324.9043
4254000	10310.66406
4254600	10297.22754
4255200	10284.88672
4255800	10274.11523
4256400	10265.13867
4257000	10257.26563
4257600	10222.80566
4258200	10135.72266
4258800	4989.919434
4259400	0
4260000	0
4260600	0
4261200	0
4261800	0
4262400	0
4263000	0
4263600	0
4264200	0
4264800	0
4265400	0
4266000	0
4266600	0
4267200	0
4267800	0
4268400	0
4269000	0
4269600	0
4270200	0
4270800	0
4271400	0
4272000	0
4272600	0
4273200	0
4273800	0
4274400	0
4275000	0
4275600	0
4276200	0
4276800	0
4277400	0
4278000	0
4278600	0
4279200	0
4279800	0
4280400	0
4281000	0
4281600	0
4282200	0
4282800	0
4283400	0
4284000	0
4284600	0
4285200	0
4285800	0
4286400	0
4287000	0
4287600	0
4288200	0
4288800	0
4289400	0
4290000	0
4290600	0
4291200	0
4291800	0
4292400	0
4293000	0
4293600	0
4294200	0
4294800	9673.639648
4295400	10626.5293
4296000	10660.10254
4296600	10747.08984
4297200	10791.17871
4297800	10860.79102
4298400	10891.72266
4299000	10920.56641
4299600	10959.26563
4300200	10994.44238
4300800	10386.02051
4301400	10117.53711
4302000	9918.151367
4302600	9688.611328
4303200	9477.380859
4303800	9205.808594
4304400	9097.229492
4305000	8928.357422
4305600	8771.499023
4306200	8623.916016
4306800	8482.871094
4307400	8347.608398
4308000	8218.0625
4308600	8094.974121
4309200	7980.013184
4309800	7874.621582
4310400	7778.014648
4311000	7688.791992
4311600	7605.289063
4312200	7525.86084
4312800	8692.325195
4313400	9935.661133
4314000	9935.661133
4314600	6827.337891
4315200	6510.405762
4315800	6261.560059
4316400	6060.420898
4317000	5894.79248
4317600	5755.419922
4318200	5635.502441
4318800	5530.132813
4319400	5435.945801
4320000	5350.881348
4320600	5273.182617
4321200	5201.129883
4321800	5133.966309
4322400	5071.279297
4323000	5012.940918
4323600	4959.012695
4324200	4909.702148
4324800	4864.727051
4325400	4823.244141
4326000	4784.249023
4326600	4746.73877
4327200	4709.77832
4327800	4672.933594
4328400	4636.605469
4329000	4601.061035
4329600	4763.812988
4330200	4789.685059
4330800	4813.259277
4331400	4835.627441
4332000	4856.583008
4332600	4876.541016
4333200	4896.110352
4333800	4916.007813
4334400	4936.993164
4335000	4959.382813
4335600	4982.661133
4336200	5006.384277
4336800	5030.111816
4337400	5053.300781
4338000	5075.586914
4338600	5097.628418
4339200	5119.853516
4339800	5141.994141
4340400	5162.34082
4341000	5180.570313
4341600	5196.51416
4342200	5210.61377
4342800	5223.861816
4343400	5236.557617
4344000	5246.910645
4344600	5251.924316
4345200	2625.463379
4345800	0
4346400	0
4347000	0
4347600	0
4348200	0
4348800	0
4349400	0
4350000	0
4350600	0
4351200	0
4351800	0
4352400	0
4353000	0
4353600	0
4354200	0
4354800	0
4355400	0
4356000	0
4356600	0
4357200	0
4357800	0
4358400	0
4359000	0
4359600	0
4360200	0
4360800	0
4361400	0
4362000	0
4362600	0
4363200	0
4363800	0
4364400	0
4365000	0
4365600	0
4366200	0
4366800	0
4367400	0
4368000	0
4368600	0
4369200	0
4369800	0
4370400	0
4371000	0
4371600	0
4372200	0
4372800	0
4373400	0
4374000	0
4374600	0
4375200	0
4375800	0
4376400	0
4377000	0
4377600	0
4378200	0
4378800	0
4379400	0
4380000	0
4380600	0
4381200	9673.639648
4381800	11343.87207
4382400	11273.95801
4383000	11263.55762
4383600	11263.86426
4384200	11269.39355
4384800	11277.59082
4385400	11287.3457
4386000	11298.49316
4386600	11310.51758
4387200	11322.99902
4387800	10803.44336
4388400	10508.99023
4389000	10244.94434
4389600	10004.60156
4390200	9783.788086
4390800	9579.443359
4391400	9389.235352
4392000	9211.433594
4392600	9044.424805
4393200	8886.674805
4393800	8737.381836
4394400	8595.814453
4395000	8461.398438
4395600	8333.702148
4396200	8213.328125
4396800	8100.884766
4397400	7995.550293
4398000	7896.231934
4398600	7801.689453
4399200	8823.125
4399800	9935.661133
4400400	9935.661133
4401000	7099.922852
4401600	6761.835449
4402200	6494.523926
4402800	6275.428223
4403400	6091.572266
4404000	5934.356934
4404600	5797.547363
4405200	5676.692383
4405800	5568.522949
4406400	5470.566406
4407000	5380.629883
4407600	5296.960938
4408200	5218.440918
4408800	5144.259766
4409400	5073.902832
4410000	5007.101074
4410600	4943.737793
4411200	4883.580078
4411800	4826.30127
4412400	4771.532715
4413000	4718.885742
4413600	4667.962891
4414200	4618.472168
4414800	4570.446289
4415400	4524.003906
4416000	4479.287598
4416600	4581.294434
4417200	4594.680176
4417800	4605.852051
4418400	4617.112793
4419000	4628.347168
4419600	4638.988281
4420200	4648.361328
4420800	4656.106445
4421400	4661.996094
4422000	4666.395508
4422600	4669.746582
4423200	4672.442871
4423800	4674.760742
4424400	4677.773438
4425000	4681.951172
4425600	4688.018066
4426200	4694.919434
4426800	4702.075195
4427400	4709.474121
4428000	4716.757813
4428600	4723.594727
4429200	4729.711426
4429800	4734.629883
4430400	4723.232422
4431000	4680.270508
4431600	2293.600098
4432200	0
4432800	0
4433400	0
4434000	0
4434600	0
4435200	0
4435800	0
4436400	0
4437000	0
4437600	0
4438200	0
4438800	0
4439400	0
4440000	0
4440600	0
4441200	0
4441800	0
4442400	0
4443000	0
4443600	0
4444200	0
4444800	0
4445400	0
4446000	0
4446600	0
4447200	0
4447800	0
4448400	0
4449000	0
4449600	0
4450200	0
4450800	0
4451400	0
4452000	0
4452600	0
4453200	0
4453800	0
4454400	0
4455000	0
4455600	0
4456200	0
4456800	0
4457400	0
4458000	0
4458600	0
4459200	0
4459800	0
4460400	0
4461000	0
4461600	0
4462200	0
4462800	0
4463400	0
4464000	0
4464600	0
4465200	0
4465800	0
4466400	0
4467000	0
4467600	4705.809082
4468200	9411.618164
4468800	9411.618164
4469400	9411.618164
4470000	7649.128906
4470600	7272.166016
4471200	6951.312988
4471800	6671.745117
4472400	6422.794434
4473000	6198.040527
4473600	5992.729492
4474200	5803.740723
4474800	5628.966309
4475400	5466.366699
4476000	5313.995605
4476600	5170.826172
4477200	4963.822754
4477800	4872.563965
4478400	4786.832031
4479000	4639.427246
4479600	4542.777832
4480200	4468.164063
4480800	4371.09082
4481400	4278.45752
4482000	4282.672852
4482600	4258.291016
4483200	4216.352051
4483800	4175.776855
4484400	4136.87793
4485000	4099.800293
4485600	7000.138672
4486200	9935.661133
4486800	4937.810547
4487400	4617.835449
4488000	4386.356934
4488600	4204.011719
4489200	4057.786865
4489800	3938.69458
4490400	3839.353516
4491000	3755.120361
4491600	3682.656006
4492200	3619.49707
4492800	3563.795166
4493400	3514.084717
4494000	3469.192627
4494600	3428.3125
4495200	3390.806152
4495800	3356.196289
4496400	3324.122803
4497000	3293.854248
4497600	3264.487549
4498200	3235.764893
4498800	3207.641846
4499400	3180.299561
4500000	3154.16333
4500600	3130.144043
4501200	3108.791504
4501800	3089.679688
4502400	3072.070801
4503000	3055.131836
4503600	3038.03125
4504200	3020.167725
4504800	3001.480957
4505400	2982.090576
4506000	2962.411377
4506600	2943.286621
4507200	2926.005371
4507800	2911.416504
4508400	2898.9375
4509000	2887.966309
4509600	2877.911865
4510200	2868.238281
4510800	2858.474365
4511400	2848.501709
4512000	2838.614258
4512600	2828.895508
4513200	2819.3479
4513800	2809.90918
4514400	2800.585938
4515000	2791.136963
4515600	2781.246094
4516200	2770.772949
4516800	2744.798096
4517400	2679.574707
4518000	1274.546021
4518600	0
4519200	0
4519800	0
4520400	0
4521000	0
4521600	0
4522200	0
4522800	0
4523400	0
4524000	0
4524600	0
4525200	0
4525800	0
4526400	0
4527000	0
4527600	0
4528200	0
4528800	0
4529400	0
4530000	0
4530600	0
4531200	0
4531800	0
4532400	0
4533000	0
4533600	0
4534200	0
4534800	0
4535400	0
4536000	0
4536600	0
4537200	0
4537800	0
4538400	0
4539000	0
4539600	0
4540200	0
4540800	0
4541400	0
4542000	0
4542600	0
4543200	0
4543800	0
4544400	0
4545000	0
4545600	0
4546200	0
4546800	0
4547400	0
4548000	0
4548600	0
4549200	0
4549800	0
4550400	0
4551000	0
4551600	0
4552200	0
4552800	0
4553400	0
4554000	7058.713867
4554600	9411.618164
4555200	8510.936523
4555800	5969.044922
4556400	5588.701172
4557000	5389.249023
4557600	5258.570801
4558200	5074.577148
4558800	4887.3125
4559400	4757.301758
4560000	4618.518066
4560600	4490.407715
4561200	4371.472168
4561800	4260.337891
4562400	4155.896973
4563000	4057.40332
4563600	3964.067627
4564200	3875.726807
4564800	3792.508789
4565400	3714.330322
4566000	3640.531738
4566600	3554.177734
4567200	3463.161133
4567800	3441.841309
4568400	3357.442383
4569000	3325.650146
4569600	3244.731445
4570200	3214.322998
4570800	3164.40625
4571400	3125.817383
4572000	6508.762695
4572600	9935.661133
4573200	4045.005859
4573800	3821.47998
4574400	3660.564209
4575000	3535.250977
4575600	3435.794434
4576200	3355.729736
4576800	3290.081787
4577400	3235.556396
4578000	3189.796875
4578600	3151.168945
4579200	3118.578857
4579800	3090.95459
4580400	3067.117188
4581000	3046.415283
4581600	3028.463867
4582200	3013.28418
4582800	3001.279541
4583400	2992.474365
4584000	2985.953369
4584600	2981.07959
4585200	2977.318115
4585800	2974.237549
4586400	2971.473877
4587000	2968.820557
4587600	2966.212158
4588200	2963.522949
4588800	2960.585449
4589400	2957.175049
4590000	2953.419189
4590600	2949.715332
4591200	2946.318115
4591800	2943.202393
4592400	2940.358887
4593000	2937.770264
4593600	2935.406006
4594200	2933.342041
4594800	2931.767334
4595400	2930.73291
4596000	2930.250244
4596600	2930.321045
4597200	2930.938232
4597800	2934.573486
4598400	2943.464844
4599000	2955.81665
4599600	2969.037354
4600200	2979.988525
4600800	2985.201904
4601400	2984.990479
4602000	2983.24292
4602600	2980.496582
4603200	2976.116943
4603800	2969.076904
4604400	1479.874023
4605000	0
4605600	0
4606200	0
4606800	0
4607400	0
4608000	0
4608600	0
4609200	0
4609800	0
4610400	0
4611000	0
4611600	0
4612200	0
4612800	0
4613400	0
4614000	0
4614600	0
4615200	0
4615800	0
4616400	0
4617000	0
4617600	0
4618200	0
4618800	0
4619400	0
4620000	0
4620600	0
4621200	0
4621800	0
4622400	0
4623000	0
4623600	0
4624200	0
4624800	0
4625400	0
4626000	0
4626600	0
4627200	0
4627800	0
4628400	0
4629000	0
4629600	0
4630200	0
4630800	0
4631400	0
4632000	0
4632600	0
4633200	0
4633800	0
4634400	0
4635000	0
4635600	0
4636200	0
4636800	0
4637400	0
4638000	0
4638600	0
4639200	0
4639800	0
4640400	9673.639648
4641000	11313.22363
4641600	11236.82715
4642200	11218.66992
4642800	11212.08691
4643400	11212.78711
4644000	11220.12109
4644600	10517.74414
4645200	10189.93457
4645800	9908.77832
4646400	9664.462891
4647000	9449.708984
4647600	9258.764648
4648200	9088.342773
4648800	8936.30957
4649400	8799.363281
4650000	8674.113281
4650600	8557.548828
4651200	8447.043945
4651800	8341.342773
4652400	8241.009766
4653000	8145.93457
4653600	8055.899414
4654200	7970.646484
4654800	7889.905273
4655400	7812.680664
4656000	7738.060547
4656600	7666.317383
4657200	7597.888672
4657800	7533.350098
4658400	8704.542969
4659000	9935.661133
4659600	9935.661133
4660200	7362.499512
4660800	7033.696777
4661400	6779.124512
4662000	6573.003418
4662600	6401.331543
4663200	6256.053711
4663800	6131.021484
4664400	6021.773438
4665000	5925.001465
4665600	5838.203125
4666200	5759.48584
4666800	5687.530273
4667400	5621.385254
4668000	5560.322266
4668600	5503.848145
4669200	5451.666992
4669800	5403.788574
4670400	5360.181641
4671000	5320.336426
4671600	5283.554199
4672200	5249.046875
4672800	5216.001953
4673400	5183.150391
4674000	5149.588867
4674600	5315.817383
4675200	5351.652344
4675800	5383.215332
4676400	5414.248047
4677000	5446.668945
4677600	5480.137695
4678200	5514.433594
4678800	5549.286133
4679400	5584.394531
4680000	5619.458008
4680600	5654.441895
4681200	5689.518066
4681800	5724.544922
4682400	5759.302246
4683000	5793.553223
4683600	5827.04541
4684200	5859.723633
4684800	5892.41748
4685400	5925.536621
4686000	5959.722656
4686600	5994.32666
4687200	6028.20752
4687800	6062.135254
4688400	6096.329102
4689000	6128.166992
4689600	6129.368652
4690200	6079.000977
4690800	2976.218018
4691400	0
4692000	0
4692600	0
4693200	0
4693800	0
4694400	0
4695000	0
4695600	0
4696200	0
4696800	0
4697400	0
4698000	0
4698600	0
4699200	0
4699800	0
4700400	0
4701000	0
4701600	0
4702200	0
4702800	0
4703400	0
4704000	0
4704600	0
4705200	0
4705800	0
4706400	0
4707000	0
4707600	0
4708200	0
4708800	0
4709400	0
4710000	0
4710600	0
4711200	0
4711800	0
4712400	0
4713000	0
4713600	0
4714200	0
4714800	0
4715400	0
4716000	0
4716600	0
4717200	0
4717800	0
4718400	0
4719000	0
4719600	0
4720200	0
4720800	0
4721400	0
4722000	0
4722600	0
4723200	0
4723800	0
4724400	0
4725000	0
4725600	0
4726200	0
4726800	4705.809082
4727400	9411.618164
4728000	9411.618164
4728600	8287.285156
4729200	7170.852539
4729800	6794.930664
4730400	6685.683594
4731000	6459.677734
4731600	6256.879395
4732200	6073.308105
4732800	5905.751465
4733400	5751.874512
4734000	5563.354492
4734600	5478.938477
4735200	5615.369141
4735800	5580.367188
4736400	5545.385742
4737000	5511.40625
4737600	5478.388672
4738200	5446.839844
4738800	5417.61084
4739400	5390.667969
4740000	5365.842285
4740600	5342.979004
4741200	5321.905762
4741800	5302.11084
4742400	5282.732422
4743000	5263.819824
4743600	5245.813477
4744200	5229.541992
4744800	7575.943359
4745400	9935.661133
4746000	5992.544922
4746600	5613.702637
4747200	5376.570313
4747800	5194.583496
4748400	5050.495605
4749000	4933.461426
4749600	4836.505859
4750200	4754.904785
4750800	4685.484375
4751400	4626.131836
4752000	4575.458008
4752600	4532.045898
4753200	4494.266113
4753800	4461.030762
4754400	4431.42041
4755000	4404.696289
4755600	4380.378418
4756200	4358.125
4756800	4337.71875
4757400	4319.05957
4758000	4302.084961
4758600	4286.746094
4759200	4273.013184
4759800	4260.07666
4760400	4246.942383
4761000	4233.533203
4761600	4219.610352
4762200	4205.777344
4762800	4193.079102
4763400	4181.760742
4764000	4171.396973
4764600	4161.719238
4765200	4152.435547
4765800	4143.246094
4766400	4133.89502
4767000	4124.096191
4767600	4113.813965
4768200	4103.277832
4768800	4314.444336
4769400	4366.378906
4770000	4416.403809
4770600	4466.016113
4771200	4514.720703
4771800	4561.459961
4772400	4606.370605
4773000	4649.892578
4773600	4692.640137
4774200	4735.019531
4774800	4776.613281
4775400	4817.154785
4776000	4856.086426
4776600	4892.509277
4777200	2462.895508
4777800	0
4778400	0
4779000	0
4779600	0
4780200	0
4780800	0
4781400	0
4782000	0
4782600	0
4783200	0
4783800	0
4784400	0
4785000	0
4785600	0
4786200	0
4786800	0
4787400	0
4788000	0
4788600	0
4789200	0
4789800	0
4790400	0
4791000	0
4791600	0
4792200	0
4792800	0
4793400	0
4794000	0
4794600	0
4795200	0
4795800	0
4796400	0
4797000	0
4797600	0
4798200	0
4798800	0
4799400	0
4800000	0
4800600	0
4801200	0
4801800	0
4802400	0
4803000	0
4803600	0
4804200	0
4804800	0
4805400	0
4806000	0
4806600	0
4807200	0
4807800	0
4808400	0
4809000	0
4809600	0
4810200	0
4810800	0
4811400	0
4812000	0
4812600	0
4813200	11837.89453
4813800	10919.16016
4814400	10905.70215
4815000	10920.69824
4815600	10938.53613
4816200	10959.77637
4816800	10983.48145
4817400	11009.17871
4818000	10298.64453
4818600	10006.84766
4819200	9753.423828
4819800	9531.052734
4820400	9333.875977
4821000	9157.849609
4821600	9000.426758
4822200	8858.428711
4822800	8728.861328
4823400	8609.098633
4824000	8496.731445
4824600	8390.489258
4825200	8290.537109
4825800	8196.59668
4826400	8108.319336
4827000	8025.355469
4827600	7947.370117
4828200	7873.056641
4828800	7801.083008
4829400	7731.743652
4830000	7665.653809
4830600	7603.691406
4831200	8741.307617
4831800	9935.661133
4832400	9935.661133
4833000	7219.808105
4833600	6899.934082
4834200	6652.378418
4834800	6453.129883
4835400	6288.70166
4836000	6150.51123
4836600	6032.287598
4837200	5929.549316
4837800	5839.025879
4838400	5758.307129
4839000	5685.405762
4839600	5618.66748
4840200	5557.002441
4840800	5499.710449
4841400	5446.409668
4842000	5396.985352
4842600	5353.859375
4843200	5320.275391
4843800	5294.80957
4844400	5274.45752
4845000	5256.131348
4845600	5237.349121
4846200	5474.611328
4846800	5533.056641
4847400	5582.96582
4848000	5627.109863
4848600	5667.068848
4849200	5704.359863
4849800	5739.775879
4850400	5773.348633
4851000	5805.404297
4851600	5836.162109
4852200	5865.786621
4852800	5894.361816
4853400	5921.70166
4854000	5947.573242
4854600	5972.172852
4855200	5995.91748
4855800	6019.385742
4856400	6043.10498
4857000	6068.126953
4857600	6094.271973
4858200	6122.209961
4858800	6150.466797
4859400	6177.553223
4860000	6202.773438
4860600	6224.697266
4861200	6242.147949
4861800	6254.904785
4862400	6261.320801
4863000	6257.631348
4863600	3117.315674
4864200	0
4864800	0
4865400	0
4866000	0
4866600	0
4867200	0
4867800	0
4868400	0
4869000	0
4869600	0
4870200	0
4870800	0
4871400	0
4872000	0
4872600	0
4873200	0
4873800	0
4874400	0
4875000	0
4875600	0
4876200	0
4876800	0
4877400	0
4878000	0
4878600	0
4879200	0
4879800	0
4880400	0
4881000	0
4881600	0
4882200	0
4882800	0
4883400	0
4884000	0
4884600	0
4885200	0
4885800	0
4886400	0
4887000	0
4887600	0
4888200	0
4888800	0
4889400	0
4890000	0
4890600	0
4891200	0
4891800	0
4892400	0
4893000	0
4893600	0
4894200	0
4894800	0
4895400	0
4896000	0
4896600	0
4897200	0
4897800	0
4898400	0
4899000	0
4899600	16122.73242
4900200	12613.98047
4900800	12417.54102
4901400	12380.87207
4902000	12366.24023
4902600	12361.54883
4903200	12361.97266
4903800	12364.59375
4904400	12368.23047
4905000	12372.16406
4905600	12376.07617
4906200	12379.9209
4906800	12383.84668
4907400	12387.70996
4908000	12391.06738
4908600	11996.91113
4909200	11706.40723
4909800	11461.75879
4910400	11238.42676
4911000	11036.08691
4911600	10854.04688
4912200	10688.9043
4912800	10536.49512
4913400	10392.60254
4914000	10253.58887
4914600	10118.19434
4915200	9988.047852
4915800	9863.223633
4916400	9743.679688
4917000	9629.448242
4917600	9728.157227
4918200	9935.661133
4918800	9935.661133
4919400	9935.661133
4920000	7915.419922
4920600	7607.81543
4921200	7357.169434
4921800	7147.185059
4922400	6967.84668
4923000	6811.745117
4923600	6673.619141
4924200	6549.616699
4924800	6436.904785
4925400	6333.490234
4926000	6238.040527
4926600	6149.352539
4927200	6312.407715
4927800	6310.296875
4928400	6305.527344
4929000	6301.027344
4929600	6298.714844
4930200	6298.009766
4930800	6297.758789
4931400	6296.614746
4932000	6293.338379
4932600	6287.319824
4933200	6278.838379
4933800	6268.311523
4934400	6256.52832
4935000	6244.711914
4935600	6234.477051
4936200	6227.458984
4936800	6223.742676
4937400	6221.937012
4938000	6220.930664
4938600	6220.05957
4939200	6219.427246
4939800	6217.421387
4940400	6213.208008
4941000	6207.505371
4941600	6200.997559
4942200	6194.586914
4942800	6189.305176
4943400	6186.157227
4944000	6185.162598
4944600	6185.466797
4945200	6185.960938
4945800	6185.345215
4946400	6182.609863
4947000	6177.259277
4947600	6169.877441
4948200	6161.022461
4948800	6151.602051
4949400	6142.151367
4950000	3065.628906
4950600	0
4951200	0
4951800	0
4952400	0
4953000	0
4953600	0
4954200	0
4954800	0
4955400	0
4956000	0
4956600	0
4957200	0
4957800	0
4958400	0
4959000	0
4959600	0
4960200	0
4960800	0
4961400	0
4962000	0
4962600	0
4963200	0
4963800	0
4964400	0
4965000	0
4965600	0
4966200	0
4966800	0
4967400	0
4968000	0
4968600	0
4969200	0
4969800	0
4970400	0
4971000	0
4971600	0
4972200	0
4972800	0
4973400	0
4974000	0
4974600	0
4975200	0
4975800	0
4976400	0
4977000	0
4977600	0
4978200	0
4978800	0
4979400	0
4980000	0
4980600	0
4981200	0
4981800	0
4982400	0
4983000	0
4983600	0
4984200	0
4984800	0
4985400	0
4986000	9673.639648
4986600	9878.699219
4987200	9944.850586
4987800	10005.24707
4988400	10059.26074
4989000	10109.88086
4989600	10157.37988
4990200	9653.316406
4990800	9227.016602
4991400	8929.161133
4992000	8659.336914
4992600	8413.323242
4993200	8188.533203
4993800	7981.634766
4994400	7788.244629
4995000	7521.430176
4995600	7353.851563
4996200	7217.148926
4996800	7121.297852
4997400	6980.374023
4998000	6864.084473
4998600	6741.84668
4999200	6625.606445
4999800	6514.294434
5000400	6407.583496
5001000	6307.134277
5001600	6212.084961
5002200	6121.806152
5002800	6035.941895
5003400	5954.202637
5004000	7906.05957
5004600	9935.661133
5005200	6314.858887
5005800	5795.109863
5006400	5506.345703
5007000	5275.939453
5007600	5088.044922
5008200	4932.785156
5008800	4802.408691
5009400	4691.305664
5010000	4595.293457
5010600	4511.180664
5011200	4436.445313
5011800	4369.586914
5012400	4309.798828
5013000	4255.722168
5013600	4206.01123
5014200	4159.460449
5014800	4114.955566
5015400	4071.810059
5016000	4029.991211
5016600	3989.409424
5017200	3950.019287
5017800	3911.818604
5018400	3874.834961
5019000	3838.96875
5019600	3804.072754
5020200	3770.187012
5020800	3737.392334
5021400	3705.811768
5022000	3675.604736
5022600	3646.98584
5023200	3619.957275
5023800	3594.296875
5024400	3569.703125
5025000	3545.868652
5025600	3522.44165
5026200	3499.410645
5026800	3477.081787
5027400	3455.473633
5028000	3434.636963
5028600	3414.657471
5029200	3395.52417
5029800	3377.437256
5030400	3360.64624
5031000	3345.182129
5031600	3464.632813
5032200	3497.105713
5032800	3526.244629
5033400	3552.112305
5034000	3573.973389
5034600	3591.79126
5035200	3604.644531
5035800	3611.85376
5036400	1807.652588
5037000	0
5037600	0
5038200	0
5038800	0
5039400	0
5040000	0
5040600	0
5041200	0
5041800	0
5042400	0
5043000	0
5043600	0
5044200	0
5044800	0
5045400	0
5046000	0
5046600	0
5047200	0
5047800	0
5048400	0
5049000	0
5049600	0
5050200	0
5050800	0
5051400	0
5052000	0
5052600	0
5053200	0
5053800	0
5054400	0
5055000	0
5055600	0
5056200	0
5056800	0
5057400	0
5058000	0
5058600	0
5059200	0
5059800	0
5060400	0
5061000	0
5061600	0
5062200	0
5062800	0
5063400	0
5064000	0
5064600	0
5065200	0
5065800	0
5066400	0
5067000	0
5067600	0
5068200	0
5068800	0
5069400	0
5070000	0
5070600	0
5071200	0
5071800	0
5072400	4705.809082
5073000	9411.618164
5073600	9411.618164
5074200	9411.618164
5074800	8635.870117
5075400	7982.184082
5076000	7789.087402
5076600	7463.394043
5077200	7406.250977
5077800	7207.799805
5078400	7028.103027
5079000	6864.635254
5079600	6715.159668
5080200	6578.13623
5080800	6452.057617
5081400	6335.460449
5082000	6226.979492
5082600	6125.27832
5083200	6029.148926
5083800	5937.305176
5084400	5849.010254
5085000	5740.956543
5085600	5683.746582
5086200	5575.20459
5086800	5533.077637
5087400	5439.739258
5088000	5413.716309
5088600	5332.525879
5089200	5311.147461
5089800	5264.40918
5090400	7577.306641
5091000	9935.661133
5091600	5902.603027
5092200	5519.248047
5092800	5256.868652
5093400	5050.010742
5094000	4882.986328
5094600	4746.314941
5095200	4633.419922
5095800	4538.811035
5096400	4458.154785
5097000	4388.106934
5097600	4326.035645
5098200	4270.319824
5098800	4220.342773
5099400	4175.276367
5100000	4134.373047
5100600	4096.996094
5101200	4062.606689
5101800	4030.69873
5102400	4000.802246
5103000	3972.698975
5103600	3946.304932
5104200	3921.672363
5104800	3898.946045
5105400	3877.789307
5106000	3857.330078
5106600	3837.224609
5107200	3817.37085
5107800	3797.878662
5108400	3779.047363
5109000	3761.348877
5109600	3744.989746
5110200	3729.859863
5110800	3715.714111
5111400	3702.210205
5112000	3688.938721
5112600	3675.898193
5113200	3663.510498
5113800	3651.779541
